ID,SEXENT,tuition_IO,race_ethn_desc_IPEDS,heg_f1,Major_F1,coll_f1,entering_fall,heg_s1,Major_S1,coll_s1,heg_f2,Major_F2,coll_f2,heg_s2,Major_S2,coll_s2,heg_f3,Major_F3,coll_f3,heg_s3,Major_S3,coll_s3,heg_f4,Major_F4,coll_f4,heg_s4,Major_S4,coll_s4,heg_f5,Major_F5,coll_f5,heg_s5,Major_S5,coll_s5,heg_f6,Major_F6,coll_f6,heg_s6,Major_S6,coll_s6,dgrterm,MAJOR_SF,SF,degree_major,degree_college,degree_year
45,M,I,White,CHEM,CHEM_F1,SCI_F1,Fall 2005,CHEM,CHEM_S1,SCI_S1,CHEM,CHEM_F2,SCI_F2,CHEM,CHEM_S2,SCI_S2,CHEM,CHEM_F3,SCI_F3,CHEM,CHEM_S3,SCI_S3,CHEM,CHEM_F4,SCI_F4,CHEM,CHEM_S4,SCI_S4,CHEM,CHEM_F5,SCI_F5,CHEM,CHEM_S5,SCI_S5,CHEM,CHEM_F6,SCI_F6,CHEM,CHEM_S6,SCI_S6,,,,,,
46,F,I,White,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,PSYC,PSYC_F3,SCI_F3,PSYC,PSYC_S3,SCI_S3,PSYC,PSYC_F4,SCI_F4,PSYC,PSYC_S4,SCI_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,PSYC,08,2009
47,M,O,Black or African American,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,CE,CE_F2,ENG_F2,CE,CE_S2,ENG_S2,CE,CE_F3,ENG_F3,CE,CE_S3,ENG_S3,CE,CE_F4,ENG_F4,CE,CE_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,CE,05,2009
48,M,I,Hispanics of any race,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,GEOG,GEOG_F2,NRE_F2,GEOG,GEOG_S2,NRE_S2,GEOG,GEOG_F3,NRE_F3,GEOG,GEOG_S3,NRE_S3,GEOG,GEOG_F4,NRE_F4,GEOG,GEOG_S4,NRE_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,GEOG,10,2009
49,M,I,Black or African American,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,PSCI,PSCI_F3,LAHS_F3,PSCI,PSCI_S3,LAHS_S3,PSCI,PSCI_F4,LAHS_F4,PSCI,PSCI_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200907,GRAD_F5,_F5,PSCI,07,2009
50,M,I,White,CHEM,CHEM_F1,SCI_F1,Fall 2005,CHEM,CHEM_S1,SCI_S1,CHEM,CHEM_F2,SCI_F2,CHEM,CHEM_S2,SCI_S2,CHEM,CHEM_F3,SCI_F3,CHEM,CHEM_S3,SCI_S3,CHEM,CHEM_F4,SCI_F4,CHEM,CHEM_S4,SCI_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200906,GRAD_F5,_F5,CHEM,08,2009
51,M,I,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,CHE,CHE_F2,ENG_F2,CHE,CHE_S2,ENG_S2,CHE,CHE_F3,ENG_F3,CHE,CHE_S3,ENG_S3,CHE,CHE_F4,ENG_F4,CHE,CHE_S4,ENG_S4,,NE_F5,NE_F5,CHE,CHE_S5,ENG_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,200901,GRAD_F5,_F5,CHE,05,2009
52,F,I,White,COMM,COMM_F1,LAHS_F1,Fall 2005,COMM,COMM_S1,LAHS_S1,COMM,COMM_F2,LAHS_F2,COMM,COMM_S2,LAHS_S2,COMM,COMM_F3,LAHS_F3,COMM,COMM_S3,LAHS_S3,COMM,COMM_F4,LAHS_F4,COMM,COMM_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,COMM,07,2009
53,F,I,White,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,HNFE,HNFE_F2,ALS_F2,HNFE,HNFE_S2,ALS_S2,HNFE,HNFE_F3,ALS_F3,HNFE,HNFE_S3,ALS_S3,HNFE,HNFE_F4,ALS_F4,HNFE,HNFE_S4,ALS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,HNFE,01,2009
54,F,I,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,CE,CE_F2,ENG_F2,CE,CE_S2,ENG_S2,CE,CE_F3,ENG_F3,CE,CE_S3,ENG_S3,CE,CE_F4,ENG_F4,CE,CE_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,CE,05,2009
55,F,I,White,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,ENSC,ENSC_F3,ALS_F3,ENSC,ENSC_S3,ALS_S3,HNFE,HNFE_F4,ALS_F4,HNFE,HNFE_S4,ALS_S4,HNFE,HNFE_F5,ALS_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200909,GRAD_S5,_S5,HNFE,01,2009
56,F,I,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,BSE,BSE_F2,ENG_F2,BCHM,BCHM_S2,ALS_S2,BCHM,BCHM_F3,ALS_F3,BCHM,BCHM_S3,ALS_S3,BCHM,BCHM_F4,ALS_F4,BCHM,BCHM_S4,ALS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,BCHM,01,2009
57,M,I,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,GE,GE_F2,ENG_F2,FORS,FORS_S2,NRE_S2,FORS,FORS_F3,NRE_F3,FORS,FORS_S3,NRE_S3,FORS,FORS_F4,NRE_F4,FORS,FORS_S4,NRE_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,FORS,10,2009
58,F,I,Asian,COMM,COMM_F1,LAHS_F1,Fall 2005,COMM,COMM_S1,LAHS_S1,COMM,COMM_F2,LAHS_F2,COMM,COMM_S2,LAHS_S2,COMM,COMM_F3,LAHS_F3,COMM,COMM_S3,LAHS_S3,COMM,COMM_F4,LAHS_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200809,GRAD_S4,_S4,COMM,07,2008
59,F,O,White,BUS,BUS_F1,BIZ_F1,Fall 2005,BUS,BUS_S1,BIZ_S1,MGT,MGT_F2,BIZ_F2,MGT,MGT_S2,BIZ_S2,MGT,MGT_F3,BIZ_F3,MGT,MGT_S3,BIZ_S3,MGT,MGT_F4,BIZ_F4,MGT,MGT_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,MGT,03,2009
60,F,I,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,CE,CE_F2,ENG_F2,CE,CE_S2,ENG_S2,CE,CE_F3,ENG_F3,CE,CE_S3,ENG_S3,CE,CE_F4,ENG_F4,CE,CE_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,CE,05,2009
61,M,O,Not Reported,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,IS,IS_F2,LAHS_F2,,NE_S2,NE_S2,IS,IS_F3,LAHS_F3,ARTF,ARTF_S3,AUS_S3,ARTF,ARTF_F4,AUS_F4,ARTF,ARTF_S4,AUS_S4,ARTF,ARTF_F5,AUS_F5,ARTF,ARTF_S5,AUS_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,201001,GRAD_F6,_F6,ARTF,02,2010
62,M,I,Black or African American,BIOC,BIOC_F1,SCI_F1,Fall 2005,BIOC,BIOC_S1,SCI_S1,BIOC,BIOC_F2,SCI_F2,BIOC,BIOC_S2,SCI_S2,BIOC,BIOC_F3,SCI_F3,BIOC,BIOC_S3,SCI_S3,BIOC,BIOC_F4,SCI_F4,BIOC,BIOC_S4,SCI_S4,,NE_F5,NE_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200909,GRAD_S5,_S5,BIOC,08,2009
63,M,I,Black or African American,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,US,US_F3,IC_F3,IDST,IDST_S3,LAHS_S3,IDST,IDST_F4,LAHS_F4,IDST,IDST_S4,LAHS_S4,IDST,IDST_F5,LAHS_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200909,GRAD_S5,_S5,IDST,07,2009
64,F,I,White,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,BIOL,BIOL_F2,SCI_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
65,F,I,White,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,US,US_F2,IC_F2,MKTG,MKTG_S2,BIZ_S2,MKTG,MKTG_F3,BIZ_F3,MKTG,MKTG_S3,BIZ_S3,MKTG,MKTG_F4,BIZ_F4,MKTG,MKTG_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,MKTG,03,2009
66,F,O,White,ARCH,ARCH_F1,AUS_F1,Fall 2005,ARCH,ARCH_S1,AUS_S1,ARCH,ARCH_F2,AUS_F2,ARCH,ARCH_S2,AUS_S2,ARCH,ARCH_F3,AUS_F3,ARCH,ARCH_S3,AUS_S3,ARCH,ARCH_F4,AUS_F4,ARCH,ARCH_S4,AUS_S4,ARCH,ARCH_F5,AUS_F5,ARCH,ARCH_S5,AUS_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,201001,GRAD_F6,_F6,ARCH,02,2010
67,M,I,White,WSCI,WSCI_F1,NRE_F1,Fall 2005,WSCI,WSCI_S1,NRE_S1,NRC,NRC_F2,NRE_F2,NRC,NRC_S2,NRE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,NRC,NRC_F4,NRE_F4,NRC,NRC_S4,NRE_S4,NRC,NRC_F5,NRE_F5,NRC,NRC_S5,NRE_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,201001,GRAD_F6,_F6,NRC,10,2010
68,F,I,Black or African American,PSYC,PSYC_F1,SCI_F1,Fall 2005,PSYC,PSYC_S1,SCI_S1,PSYC,PSYC_F2,SCI_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
69,F,I,White,BUS,BUS_F1,BIZ_F1,Fall 2005,BUS,BUS_S1,BIZ_S1,BUS,BUS_F2,BIZ_F2,BUS,BUS_S2,BIZ_S2,MKTG,MKTG_F3,BIZ_F3,MKTG,MKTG_S3,BIZ_S3,MKTG,MKTG_F4,BIZ_F4,MKTG,MKTG_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,MKTG,03,2009
70,M,I,White,NRR,NRR_F1,NRE_F1,Fall 2005,NRR,NRR_S1,NRE_S1,NRR,NRR_F2,NRE_F2,NRR,NRR_S2,NRE_S2,NRC,NRC_F3,NRE_F3,NRC,NRC_S3,NRE_S3,NRC,NRC_F4,NRE_F4,NRC,NRC_S4,NRE_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,NRC,10,2009
71,M,I,White,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
72,F,I,White,BIOL,BIOL_F1,SCI_F1,Fall 2005,HNFE,HNFE_S1,ALS_S1,HNFE,HNFE_F2,ALS_F2,HNFE,HNFE_S2,ALS_S2,HNFE,HNFE_F3,ALS_F3,HNFE,HNFE_S3,ALS_S3,HNFE,HNFE_F4,ALS_F4,HNFE,HNFE_S4,ALS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,HNFE,01,2009
73,F,I,White,IDST,IDST_F1,LAHS_F1,Fall 2005,IDST,IDST_S1,LAHS_S1,IDST,IDST_F2,LAHS_F2,IDST,IDST_S2,LAHS_S2,IDST,IDST_F3,LAHS_F3,IDST,IDST_S3,LAHS_S3,IDST,IDST_F4,LAHS_F4,IDST,IDST_S4,LAHS_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,200809,GRAD_S4,_S4,IDST,07,2008
74,F,I,White,PHYS,PHYS_F1,SCI_F1,Fall 2005,PHYS,PHYS_S1,SCI_S1,PHYS,PHYS_F2,SCI_F2,PHYS,PHYS_S2,SCI_S2,PHYS,PHYS_F3,SCI_F3,PHYS,PHYS_S3,SCI_S3,PHYS,PHYS_F4,SCI_F4,PHYS,PHYS_S4,SCI_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,PHYS,08,2009
75,M,I,White,PHYS,PHYS_F1,SCI_F1,Fall 2005,PHYS,PHYS_S1,SCI_S1,PHYS,PHYS_F2,SCI_F2,PHYS,PHYS_S2,SCI_S2,PHYS,PHYS_F3,SCI_F3,PHYS,PHYS_S3,SCI_S3,PHYS,PHYS_F4,SCI_F4,PHYS,PHYS_S4,SCI_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,PHYS,08,2009
76,F,I,White,BIT,BIT_F1,BIZ_F1,Fall 2005,BIT,BIT_S1,BIZ_S1,BIT,BIT_F2,BIZ_F2,BIT,BIT_S2,BIZ_S2,BIT,BIT_F3,BIZ_F3,BIT,BIT_S3,BIZ_S3,BIT,BIT_F4,BIZ_F4,BIT,BIT_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200906,GRAD_F5,_F5,BIT,03,2009
77,F,I,White,UST,UST_F1,IC_F1,Fall 2005,UST,UST_S1,IC_S1,PUA,PUA_F2,AUS_F2,PUA,PUA_S2,AUS_S2,PUA,PUA_F3,AUS_F3,PUA,PUA_S3,AUS_S3,PUA,PUA_F4,AUS_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200809,GRAD_S4,_S4,PUA,02,2008
78,F,I,White,ARCH,ARCH_F1,AUS_F1,Fall 2005,ARCH,ARCH_S1,AUS_S1,ARCH,ARCH_F2,AUS_F2,ARCH,ARCH_S2,AUS_S2,ARCH,ARCH_F3,AUS_F3,ARCH,ARCH_S3,AUS_S3,ARCH,ARCH_F4,AUS_F4,ARCH,ARCH_S4,AUS_S4,ARCH,ARCH_F5,AUS_F5,ARCH,ARCH_S5,AUS_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,201001,GRAD_F6,_F6,ARCH,02,2010
79,F,I,White,BUS,BUS_F1,BIZ_F1,Fall 2005,BUS,BUS_S1,BIZ_S1,PSCI,PSCI_F2,LAHS_F2,IS,IS_S2,LAHS_S2,,NE_F3,NE_F3,IS,IS_S3,LAHS_S3,IS,IS_F4,LAHS_F4,IS,IS_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,IS,07,2009
80,M,I,Not Reported,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,HNFE,HNFE_F2,ALS_F2,HNFE,HNFE_S2,ALS_S2,HNFE,HNFE_F3,ALS_F3,PSYC,PSYC_S3,SCI_S3,PSYC,PSYC_F4,SCI_F4,PSYC,PSYC_S4,SCI_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,PSYC,08,2009
81,F,O,Not Reported,BUS,BUS_F1,BIZ_F1,Fall 2005,BUS,BUS_S1,BIZ_S1,MKTG,MKTG_F2,BIZ_F2,MKTG,MKTG_S2,BIZ_S2,MKTG,MKTG_F3,BIZ_F3,MKTG,MKTG_S3,BIZ_S3,MKTG,MKTG_F4,BIZ_F4,MKTG,MKTG_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,MKTG,03,2009
82,M,O,White,MATH,MATH_F1,SCI_F1,Fall 2005,MATH,MATH_S1,SCI_S1,MATH,MATH_F2,SCI_F2,MATH,MATH_S2,SCI_S2,MATH,MATH_F3,SCI_F3,MATH,MATH_S3,SCI_S3,,GRAD_F4,GRAD_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F4,_F4,MATH,08,2008
83,F,I,White,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,PSYC,PSYC_F3,SCI_F3,PSYC,PSYC_S3,SCI_S3,PSYC,PSYC_F4,SCI_F4,PSYC,PSYC_S4,SCI_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,PSYC,08,2009
84,F,I,White,US,US_F1,IC_F1,Fall 2005,HNFE,HNFE_S1,ALS_S1,HNFE,HNFE_F2,ALS_F2,HNFE,HNFE_S2,ALS_S2,HNFE,HNFE_F3,ALS_F3,HNFE,HNFE_S3,ALS_S3,HNFE,HNFE_F4,ALS_F4,HNFE,HNFE_S4,ALS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,HNFE,01,2009
85,M,O,White,BUS,BUS_F1,BIZ_F1,Fall 2005,BUS,BUS_S1,BIZ_S1,BUS,BUS_F2,BIZ_F2,BUS,BUS_S2,BIZ_S2,MKTG,MKTG_F3,BIZ_F3,MKTG,MKTG_S3,BIZ_S3,MKTG,MKTG_F4,BIZ_F4,MKTG,MKTG_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,MKTG,03,2009
86,M,I,White,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,US,US_F2,IC_F2,ACIS,ACIS_S2,BIZ_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,ACIS,ACIS_F4,BIZ_F4,ACIS,ACIS_S4,BIZ_S4,ACIS,ACIS_F5,BIZ_F5,ACIS,ACIS_S5,BIZ_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,201001,GRAD_F6,_F6,ACIS,03,2010
87,F,O,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,CPE,CPE_F2,ENG_F2,EE,EE_S2,ENG_S2,EE,EE_F3,ENG_F3,EE,EE_S3,ENG_S3,EE,EE_F4,ENG_F4,EE,EE_S4,ENG_S4,EE,EE_F5,ENG_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200909,GRAD_S5,_S5,EE,05,2009
88,M,I,Asian,COMM,COMM_F1,LAHS_F1,Fall 2005,COMM,COMM_S1,LAHS_S1,COMM,COMM_F2,LAHS_F2,COMM,COMM_S2,LAHS_S2,COMM,COMM_F3,LAHS_F3,COMM,COMM_S3,LAHS_S3,COMM,COMM_F4,LAHS_F4,COMM,COMM_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,COMM,07,2009
89,M,I,White,BUS,BUS_F1,BIZ_F1,Fall 2005,BUS,BUS_S1,BIZ_S1,BUS,BUS_F2,BIZ_F2,MGT,MGT_S2,BIZ_S2,MGT,MGT_F3,BIZ_F3,MGT,MGT_S3,BIZ_S3,MGT,MGT_F4,BIZ_F4,MGT,MGT_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,MGT,03,2009
90,M,I,White,CSES,CSES_F1,ALS_F1,Fall 2005,CSES,CSES_S1,ALS_S1,CSES,CSES_F2,ALS_F2,CSES,CSES_S2,ALS_S2,CSES,CSES_F3,ALS_F3,CSES,CSES_S3,ALS_S3,CSES,CSES_F4,ALS_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200809,GRAD_S4,_S4,CSES,01,2008
91,M,I,White,BIOL,BIOL_F1,SCI_F1,Fall 2005,BIOL,BIOL_S1,SCI_S1,BIOL,BIOL_F2,SCI_F2,BIOL,BIOL_S2,SCI_S2,BIOL,BIOL_F3,SCI_F3,BIOL,BIOL_S3,SCI_S3,BIOL,BIOL_F4,SCI_F4,BIOL,BIOL_S4,SCI_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,BIOL,08,2009
92,F,I,Hispanics of any race,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,PSYC,PSYC_F2,SCI_F2,PSYC,PSYC_S2,SCI_S2,PSYC,PSYC_F3,SCI_F3,PSYC,PSYC_S3,SCI_S3,,GRAD_F4,GRAD_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F4,_F4,PSYC,08,2008
93,F,I,Hispanics of any race,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,GE,GE_F2,ENG_F2,ESM,ESM_S2,ENG_S2,ESM,ESM_F3,ENG_F3,ESM,ESM_S3,ENG_S3,ESM,ESM_F4,ENG_F4,ESM,ESM_S4,ENG_S4,ESM,ESM_F5,ENG_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200909,GRAD_S5,_S5,ESM,05,2009
94,M,I,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,MSE,MSE_F2,ENG_F2,MSE,MSE_S2,ENG_S2,MSE,MSE_F3,ENG_F3,MSE,MSE_S3,ENG_S3,MSE,MSE_F4,ENG_F4,MSE,MSE_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,MSE,05,2009
95,M,I,White,SPAN,SPAN_F1,LAHS_F1,Fall 2005,SPAN,SPAN_S1,LAHS_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
96,F,I,White,PSCI,PSCI_F1,LAHS_F1,Fall 2005,PSCI,PSCI_S1,LAHS_S1,PSCI,PSCI_F2,LAHS_F2,PSCI,PSCI_S2,LAHS_S2,PSCI,PSCI_F3,LAHS_F3,PSCI,PSCI_S3,LAHS_S3,PSCI,PSCI_F4,LAHS_F4,PSCI,PSCI_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,PSCI,07,2009
97,M,O,White,HIST,HIST_F1,LAHS_F1,Fall 2005,HIST,HIST_S1,LAHS_S1,PSCI,PSCI_F2,LAHS_F2,PSCI,PSCI_S2,LAHS_S2,PSCI,PSCI_F3,LAHS_F3,PSCI,PSCI_S3,LAHS_S3,PSCI,PSCI_F4,LAHS_F4,PSCI,PSCI_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,PSCI,07,2009
98,F,O,White,COMM,COMM_F1,LAHS_F1,Fall 2005,COMM,COMM_S1,LAHS_S1,COMM,COMM_F2,LAHS_F2,COMM,COMM_S2,LAHS_S2,COMM,COMM_F3,LAHS_F3,COMM,COMM_S3,LAHS_S3,COMM,COMM_F4,LAHS_F4,COMM,COMM_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,COMM,07,2009
99,F,O,White,COMM,COMM_F1,LAHS_F1,Fall 2005,COMM,COMM_S1,LAHS_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
