"ID","SEXENT","tuition_IO","race_ethn_desc_IPEDS","Major_F1","coll_f1","entering_fall","Major_S1","coll_s1","Major_F2","coll_f2","Major_S2","coll_s2","Major_F3","coll_f3","Major_S3","coll_s3","Major_F4","coll_f4","Major_S4","coll_s4","Major_F5","coll_f5","Major_S5","coll_s5","Major_F6","coll_f6","Major_S6","coll_s6","dgrterm","grad_year","SF"
"2586","F","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","US_S2","IC_S2","PUA_F3","AUS_F3","PUA_S3","AUS_S3","PUA_F4","AUS_F4","PUA_S4","AUS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2587","F","O","Nonresident Alien","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","EE_F2","ENG_F2","EE_S2","ENG_S2","BIOL_F3","SCI_F3","BIOL_S3","SCI_S3","BIOL_F4","SCI_F4","BIOL_S4","SCI_S4","PSYC_F5","SCI_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"2588","M","I","Black or African American","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","NE_F2","NE_F2","NE_S2","NE_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"2589","F","I","Nonresident Alien","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","BIOL_S2","SCI_S2","BIOL_F3","SCI_F3","BIOL_S3","SCI_S3","BIOL_F4","SCI_F4","BIOL_S4","SCI_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2590","F","I","White","BUS_F1","BIZ_F1","Fall 2001","BUS_S1","BIZ_S1","FIN_F2","BIZ_F2","FIN_S2","BIZ_S2","FIN_F3","BIZ_F3","FIN_S3","BIZ_S3","FIN_F4","BIZ_F4","FIN_S4","BIZ_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","GRAD_S6","GRAD_S6","200707","GRAD_S6","S6"
"2591","F","I","Asian","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","HNFE_S2","LAHS_S2","HNFE_F3","ALS_F3","HNFE_S3","ALS_S3","HNFE_F4","ALS_F4","HNFE_S4","ALS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2592","F","I","Asian","ACIS_F1","BIZ_F1","Fall 2001","ACIS_S1","BIZ_S1","ACIS_F2","BIZ_F2","MATH_S2","SCI_S2","MATH_F3","SCI_F3","MATH_S3","SCI_S3","MATH_F4","SCI_F4","MATH_S4","SCI_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2593","F","I","White","SOC_F1","SCI_F1","Fall 2001","SOC_S1","SCI_S1","NE_F2","NE_F2","NE_S2","NE_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"2594","M","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","NE_F2","NE_F2","NE_S2","NE_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"2595","M","O","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","GE_F2","ENG_F2","NE_S2","NE_S2","NE_F3","NE_F3","ME_S3","ENG_S3","ME_F4","ENG_F4","ME_S4","ENG_S4","ME_F5","ENG_F5","ME_S5","ENG_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200601","GRAD_F6","F6"
"2596","M","I","Asian","CS_F1","SCI_F1","Fall 2001","CS_S1","SCI_S1","NE_F2","NE_F2","NE_S2","NE_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"2597","M","O","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","MSE_F2","ENG_F2","MSE_S2","ENG_S2","MSE_F3","ENG_F3","MSE_S3","ENG_S3","MSE_F4","ENG_F4","MSE_S4","ENG_S4","MSE_F5","ENG_F5","MSE_S5","ENG_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200601","GRAD_F6","F6"
"2598","M","I","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","AE_F2","ENG_F2","MATH_S2","SCI_S2","MATH_F3","SCI_F3","MATH_S3","SCI_S3","GRAD_F4","GRAD_F4","GRAD_S4","GRAD_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200401","GRAD_F4","F4"
"2599","F","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","MGT_F2","BIZ_F2","COMM_S2","LAHS_S2","COMM_F3","LAHS_F3","COMM_S3","LAHS_S3","COMM_F4","LAHS_F4","COMM_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2600","M","I","White","BIOL_F1","SCI_F1","Fall 2001","BIOL_S1","SCI_S1","BIOL_F2","SCI_F2","BIOL_S2","SCI_S2","BIOL_F3","SCI_F3","BIOL_S3","SCI_S3","BIOL_F4","SCI_F4","BIOL_S4","SCI_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2601","M","I","White","CS_F1","SCI_F1","Fall 2001","CS_S1","SCI_S1","CS_F2","SCI_F2","CS_S2","SCI_S2","CS_F3","ENG_F3","CS_S3","ENG_S3","CS_F4","ENG_F4","GRAD_S4","GRAD_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200409","GRAD_S4","S4"
"2602","F","I","White","IS_F1","SCI_F1","Fall 2001","PUA_S1","AUS_S1","PUA_F2","AUS_F2","PUA_S2","AUS_S2","PUA_F3","AUS_F3","PUA_S3","AUS_S3","PUA_F4","AUS_F4","PUA_S4","AUS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2603","M","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","US_S2","IC_S2","US_F3","IC_F3","US_S3","IC_S3","PHIL_F4","LAHS_F4","PHIL_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2604","M","O","White","BUS_F1","BIZ_F1","Fall 2001","BUS_S1","BIZ_S1","BUS_F2","BIZ_F2","FIN_S2","BIZ_S2","FIN_F3","BIZ_F3","FIN_S3","BIZ_S3","FIN_F4","BIZ_F4","FIN_S4","BIZ_S4","FIN_F5","BIZ_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200509","GRAD_S5","S5"
"2605","F","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","IS_F2","SCI_F2","ECAS_S2","SCI_S2","ECAS_F3","SCI_F3","ECAS_S3","SCI_S3","ECAS_F4","SCI_F4","ECAS_S4","SCI_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2606","M","I","White","ECON_F1","BIZ_F1","Fall 2001","ECON_S1","BIZ_S1","ACIS_F2","BIZ_F2","ACIS_S2","BIZ_S2","ACIS_F3","BIZ_F3","ACIS_S3","BIZ_S3","GRAD_F4","GRAD_F4","GRAD_S4","GRAD_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200401","GRAD_F4","F4"
"2607","F","O","White","BIOL_F1","SCI_F1","Fall 2001","BIOL_S1","SCI_S1","BIOL_F2","SCI_F2","BIOL_S2","SCI_S2","BIOL_F3","SCI_F3","BIOL_S3","SCI_S3","BIOL_F4","SCI_F4","BIOL_S4","SCI_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2608","M","I","Hispanics of any race","BUS_F1","BIZ_F1","Fall 2001","BUS_S1","BIZ_S1","SOC_F2","SCI_F2","SOC_S2","SCI_S2","SOC_F3","LAHS_F3","SOC_S3","LAHS_S3","SOC_F4","LAHS_F4","SOC_S4","LAHS_S4","SOC_F5","LAHS_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200509","GRAD_S5","S5"
"2609","M","O","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","WSCI_F2","NRE_F2","WSCI_S2","NRE_S2","WSCI_F3","NRE_F3","WSCI_S3","NRE_S3","WSCI_F4","NRE_F4","WSCI_S4","NRE_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2610","M","I","White","ART_F1","SCI_F1","Fall 2001","HNFE_S1","LAHS_S1","HNFE_F2","LAHS_F2","HNFE_S2","LAHS_S2","HNFE_F3","ALS_F3","HNFE_S3","ALS_S3","HNFE_F4","ALS_F4","HNFE_S4","ALS_S4","HNFE_F5","ALS_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200509","GRAD_S5","S5"
"2611","M","O","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","EE_F2","ENG_F2","EE_S2","ENG_S2","GE_F3","ENG_F3","EE_S3","ENG_S3","EE_F4","ENG_F4","NE_S4","NE_S4","NE_F5","NE_F5","EE_S5","ENG_S5","EE_F6","ENG_F6","EE_S6","ENG_S6","200901",,
"2612","M","I","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","ME_F2","ENG_F2","ME_S2","ENG_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"2613","M","I","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","AE_F2","ENG_F2","AE_S2","ENG_S2","BIT_F3","BIZ_F3","BIT_S3","BIZ_S3","BIT_F4","BIZ_F4","BIT_S4","BIZ_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2614","M","O","White","BUS_F1","BIZ_F1","Fall 2001","BUS_S1","BIZ_S1","BUS_F2","BIZ_F2","BUS_S2","BIZ_S2","MKTG_F3","BIZ_F3","MKTG_S3","BIZ_S3","MKTG_F4","BIZ_F4","MKTG_S4","BIZ_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2615","F","I","Black or African American","BIOL_F1","SCI_F1","Fall 2001","BIOL_S1","SCI_S1","BIOL_F2","SCI_F2","BIOL_S2","SCI_S2","HIDM_F3","LAHS_F3","AHRM_S3","LAHS_S3","AHRM_F4","LAHS_F4","AHRM_S4","LAHS_S4","AHRM_F5","LAHS_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200509","GRAD_S5","S5"
"2616","F","O","Asian","AGRI_F1","ALS_F1","Fall 2001","HD_S1","LAHS_S1","HD_F2","LAHS_F2","HNFE_S2","LAHS_S2","HNFE_F3","ALS_F3","HNFE_S3","ALS_S3","HNFE_F4","ALS_F4","HNFE_S4","ALS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200506","GRAD_F5","F5"
"2617","M","O","Black or African American","BIT_F1","BIZ_F1","Fall 2001","BIT_S1","BIZ_S1","BIT_F2","BIZ_F2","BIT_S2","BIZ_S2","BIT_F3","BIZ_F3","BIT_S3","BIZ_S3","BIT_F4","BIZ_F4","BIT_S4","BIZ_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2618","M","I","White","FIN_F1","BIZ_F1","Fall 2001","FIN_S1","BIZ_S1","FIN_F2","BIZ_F2","FIN_S2","BIZ_S2","FIN_F3","BIZ_F3","FIN_S3","BIZ_S3","FIN_F4","BIZ_F4","FIN_S4","BIZ_S4","FIN_F5","BIZ_F5","FIN_S5","BIZ_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200606","GRAD_F6","F6"
"2619","M","O","Black or African American","ARCH_F1","AUS_F1","Fall 2001","ARCH_S1","AUS_S1","ARCH_F2","AUS_F2","ARCH_S2","AUS_S2","ARCH_F3","AUS_F3","ARCH_S3","AUS_S3","ARCH_F4","AUS_F4","ARCH_S4","AUS_S4","ARCH_F5","AUS_F5","ARCH_S5","AUS_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200601","GRAD_F6","F6"
"2620","F","O","Black or African American","BIOL_F1","SCI_F1","Fall 2001","BIOL_S1","SCI_S1","NE_F2","NE_F2","BIOL_S2","SCI_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"2621","M","I","White","MUS_F1","SCI_F1","Fall 2001","MUS_S1","SCI_S1","MUS_F2","SCI_F2","MUS_S2","SCI_S2","NE_F3","NE_F3","BIOC_S3","SCI_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"2622","M","I","White","CS_F1","SCI_F1","Fall 2001","CS_S1","SCI_S1","CS_F2","SCI_F2","CS_S2","SCI_S2","PSYC_F3","SCI_F3","PSYC_S3","SCI_S3","PSYC_F4","SCI_F4","PSYC_S4","SCI_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2623","F","I","White","PSCI_F1","SCI_F1","Fall 2001","PSCI_S1","SCI_S1","PSCI_F2","SCI_F2","PSCI_S2","SCI_S2","PSCI_F3","LAHS_F3","PSCI_S3","LAHS_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"2624","F","I","White","COMM_F1","SCI_F1","Fall 2001","COMM_S1","SCI_S1","COMM_F2","LAHS_F2","COMM_S2","LAHS_S2","COMM_F3","LAHS_F3","COMM_S3","LAHS_S3","COMM_F4","LAHS_F4","COMM_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2625","F","I","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","ME_F2","ENG_F2","ME_S2","ENG_S2","ME_F3","ENG_F3","ME_S3","ENG_S3","ME_F4","ENG_F4","ME_S4","ENG_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2626","M","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","MGT_S2","BIZ_S2","ACIS_F3","BIZ_F3","ACIS_S3","BIZ_S3","ACIS_F4","BIZ_F4","ACIS_S4","BIZ_S4","ACIS_F5","BIZ_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200509","GRAD_S5","S5"
"2627","M","I","Not Reported","CHEM_F1","SCI_F1","Fall 2001","CHEM_S1","SCI_S1","CHEM_F2","SCI_F2","CHEM_S2","SCI_S2","CHEM_F3","SCI_F3","CHEM_S3","SCI_S3","MKTG_F4","BIZ_F4","MKTG_S4","BIZ_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2628","F","I","Asian","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","GE_F2","ENG_F2","BIT_S2","BIZ_S2","FIN_F3","BIZ_F3","FIN_S3","BIZ_S3","FIN_F4","BIZ_F4","FIN_S4","BIZ_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200506","GRAD_F5","F5"
"2629","M","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","CE_F2","ENG_F2","CE_S2","ENG_S2","CE_F3","ENG_F3","CE_S3","ENG_S3","CE_F4","ENG_F4","CE_S4","ENG_S4","CE_F5","ENG_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200509","GRAD_S5","S5"
"2630","F","I","Hispanics of any race","HD_F1","LAHS_F1","Fall 2001","HD_S1","LAHS_S1","HD_F2","LAHS_F2","HD_S2","LAHS_S2","NE_F3","NE_F3","NE_S3","NE_S3","SPAN_F4","LAHS_F4","SPAN_S4","LAHS_S4","SPAN_F5","LAHS_F5","IDST_S5","LAHS_S5","IDST_F6","LAHS_F6","GRAD_S6","GRAD_S6","200609","GRAD_S6","S6"
"2631","F","O","Black or African American","ACIS_F1","BIZ_F1","Fall 2001","ACIS_S1","BIZ_S1","ACIS_F2","BIZ_F2","ACIS_S2","BIZ_S2","ACIS_F3","BIZ_F3","ACIS_S3","BIZ_S3","ACIS_F4","BIZ_F4","ACIS_S4","BIZ_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2632","F","I","White","BUS_F1","BIZ_F1","Fall 2001","BUS_S1","BIZ_S1","NE_F2","NE_F2","NE_S2","NE_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"2633","M","O","White","GE_F1","ENG_F1","Fall 2001","IS_S1","SCI_S1","IS_F2","SCI_F2","IS_S2","SCI_S2","PSCI_F3","LAHS_F3","PSCI_S3","LAHS_S3","PSCI_F4","LAHS_F4","PSCI_S4","LAHS_S4","PSCI_F5","LAHS_F5","PSCI_S5","LAHS_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200601","GRAD_F6","F6"
"2634","F","I","Asian","BIOL_F1","SCI_F1","Fall 2001","BIOL_S1","SCI_S1","HNFE_F2","LAHS_F2","HNFE_S2","LAHS_S2","HNFE_F3","ALS_F3","HNFE_S3","ALS_S3","HNFE_F4","ALS_F4","HNFE_S4","ALS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2635","M","O","White","CS_F1","SCI_F1","Fall 2001","CS_S1","SCI_S1","CS_F2","SCI_F2","NE_S2","NE_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"2636","F","O","White","BUS_F1","BIZ_F1","Fall 2001","BUS_S1","BIZ_S1","MGT_F2","BIZ_F2","MGT_S2","BIZ_S2","MGT_F3","BIZ_F3","MGT_S3","BIZ_S3","MGT_F4","BIZ_F4","GRAD_S4","GRAD_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200409","GRAD_S4","S4"
"2637","F","I","Hispanics of any race","ART_F1","SCI_F1","Fall 2001","ART_S1","SCI_S1","ART_F2","AUS_F2","ART_S2","AUS_S2","ART_F3","AUS_F3","ART_S3","AUS_S3","ARTF_F4","AUS_F4","ARTF_S4","AUS_S4","ARTF_F5","AUS_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6","200709",,
"2638","F","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","IS_S2","SCI_S2","IS_F3","LAHS_F3","COMM_S3","LAHS_S3","PSCI_F4","LAHS_F4","PSCI_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2639","F","I","White","US_F1","IC_F1","Fall 2001","NE_S1","NE_S1","NE_F2","NE_F2","NE_S2","NE_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"2640","F","I","Asian","CS_F1","SCI_F1","Fall 2001","ART_S1","SCI_S1","ART_F2","AUS_F2","ART_S2","AUS_S2","ART_F3","AUS_F3","ART_S3","AUS_S3","ART_F4","AUS_F4","ART_S4","AUS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2641","F","O","Black or African American","BIOL_F1","SCI_F1","Fall 2001","BIOL_S1","SCI_S1","NE_F2","NE_F2","NE_S2","NE_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"2642","F","I","White","IS_F1","SCI_F1","Fall 2001","IS_S1","SCI_S1","IS_F2","SCI_F2","IS_S2","SCI_S2","IS_F3","LAHS_F3","IS_S3","LAHS_S3","GRAD_F4","GRAD_F4","GRAD_S4","GRAD_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200401","GRAD_F4","F4"
"2643","M","I","White","BUS_F1","BIZ_F1","Fall 2001","BUS_S1","BIZ_S1","BUS_F2","BIZ_F2","FIN_S2","BIZ_S2","FIN_F3","BIZ_F3","FIN_S3","BIZ_S3","FIN_F4","BIZ_F4","FIN_S4","BIZ_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2644","F","O","Black or African American","US_F1","IC_F1","Fall 2001","NE_S1","NE_S1","US_F2","IC_F2","HD_S2","LAHS_S2","HD_F3","LAHS_F3","HD_S3","LAHS_S3","HD_F4","LAHS_F4","HD_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2645","F","O","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","ISE_F2","ENG_F2","ISE_S2","ENG_S2","ISE_F3","ENG_F3","ISE_S3","ENG_S3","ISE_F4","ENG_F4","ISE_S4","ENG_S4","ISE_F5","ENG_F5","ISE_S5","ENG_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200601","GRAD_F6","F6"
"2646","M","I","White","HNFE_F1","LAHS_F1","Fall 2001","HNFE_S1","LAHS_S1","HNFE_F2","LAHS_F2","HNFE_S2","LAHS_S2","HNFE_F3","ALS_F3","HNFE_S3","ALS_S3","HNFE_F4","ALS_F4","HNFE_S4","ALS_S4","HNFE_F5","ALS_F5","HNFE_S5","ALS_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200601","GRAD_F6","F6"
"2647","M","O","Asian","FSCI_F1","NRE_F1","Fall 2001","FSCI_S1","NRE_S1","FSCI_F2","NRE_F2","FSCI_S2","NRE_S2","FSCI_F3","NRE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"2648","F","I","White","ENGL_F1","SCI_F1","Fall 2001","NE_S1","NE_S1","NE_F2","NE_F2","NE_S2","NE_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"2649","M","I","Black or African American","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","US_S2","IC_S2","BCHM_F3","ALS_F3","BCHM_S3","ALS_S3","BCHM_F4","ALS_F4","BCHM_S4","ALS_S4","NE_F5","NE_F5","BCHM_S5","ALS_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"2650","F","O","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","ME_F2","ENG_F2","ME_S2","ENG_S2","ME_F3","ENG_F3","ME_S3","ENG_S3","ME_F4","ENG_F4","ME_S4","ENG_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2651","M","I","White","COMM_F1","SCI_F1","Fall 2001","COMM_S1","SCI_S1","COMM_F2","LAHS_F2","COMM_S2","LAHS_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"2652","F","I","Not Reported","HTM_F1","LAHS_F1","Fall 2001","HTM_S1","LAHS_S1","HTM_F2","BIZ_F2","HTM_S2","BIZ_S2","NE_F3","NE_F3","HTM_S3","BIZ_S3","HTM_F4","BIZ_F4","GRAD_S4","GRAD_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200409","GRAD_S4","S4"
"2653","F","O","Asian","ENSC_F1","ALS_F1","Fall 2001","ENSC_S1","ALS_S1","ENSC_F2","ALS_F2","ENSC_S2","ALS_S2","ENSC_F3","ALS_F3","ENSC_S3","ALS_S3","ENSC_F4","ALS_F4","ENSC_S4","ALS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"2654","M","O","White","CS_F1","SCI_F1","Fall 2001","CS_S1","SCI_S1","CS_F2","SCI_F2","NE_S2","NE_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
