ID,SEXENT,tuition_IO,race_ethn_desc_IPEDS,heg_f1,Major_F1,coll_f1,entering_fall,heg_s1,Major_S1,coll_s1,heg_f2,Major_F2,coll_f2,heg_s2,Major_S2,coll_s2,heg_f3,Major_F3,coll_f3,heg_s3,Major_S3,coll_s3,heg_f4,Major_F4,coll_f4,heg_s4,Major_S4,coll_s4,heg_f5,Major_F5,coll_f5,heg_s5,Major_S5,coll_s5,heg_f6,Major_F6,coll_f6,heg_s6,Major_S6,coll_s6,dgrterm,grad_year,degree_major,degree_college,degree_year
3949,M,I,White,PSCI,PSCI_F1,LAHS_F1,Fall 2002,PSCI,PSCI_S1,LAHS_S1,FIN,FIN_F2,BIZ_F2,FIN,FIN_S2,BIZ_S2,FIN,FIN_F3,BIZ_F3,FIN,FIN_S3,BIZ_S3,FIN,FIN_F4,BIZ_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200609,GRAD_S4,FIN,3,2006
3950,M,I,White,US,US_F1,IC_F1,Fall 2002,,NE_S1,NE_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
3951,M,O,White,CS,CS_F1,ENG_F1,Fall 2002,CS,CS_S1,ENG_S1,CS,CS_F2,ENG_F2,CS,CS_S2,ENG_S2,CS,CS_F3,ENG_F3,CS,CS_S3,ENG_S3,CS,CS_F4,ENG_F4,CS,CS_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,CS,5,2007
3952,M,I,Not Reported,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,US,US_F3,IC_F3,IS,IS_S3,LAHS_S3,IS,IS_F4,LAHS_F4,IS,IS_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,IS,7,2007
3953,M,I,Not Reported,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,AE,AE_F2,ENG_F2,AE,AE_S2,ENG_S2,AE,AE_F3,ENG_F3,AE,AE_S3,ENG_S3,AE,AE_F4,ENG_F4,AE,AE_S4,ENG_S4,AE,AE_F5,ENG_F5,AE,AE_S5,ENG_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200806,GRAD_F6,AE,5,2008
3954,M,O,Not Reported,COMM,COMM_F1,LAHS_F1,Fall 2002,COMM,COMM_S1,LAHS_S1,COMM,COMM_F2,LAHS_F2,IDST,IDST_S2,LAHS_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,IDST,IDST_F4,LAHS_F4,IDST,IDST_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,IDST,7,2007
3955,M,I,White,DASC,DASC_F1,ALS_F1,Fall 2002,DASC,DASC_S1,ALS_S1,APSC,APSC_F2,ALS_F2,APSC,APSC_S2,ALS_S2,APSC,APSC_F3,ALS_F3,AAEC,AAEC_S3,ALS_S3,AAEC,AAEC_F4,ALS_F4,AAEC,AAEC_S4,ALS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200707,GRAD_F5,AAEC,1,2007
3956,F,I,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,US,US_F2,IC_F2,CE,CE_S2,ENG_S2,CE,CE_F3,ENG_F3,CE,CE_S3,ENG_S3,CE,CE_F4,ENG_F4,CE,CE_S4,ENG_S4,CE,CE_F5,ENG_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200709,GRAD_S5,CE,5,2007
3957,M,O,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,GE,GE_F2,ENG_F2,,NE_S2,NE_S2,GE,GE_F3,ENG_F3,GE,GE_S3,ENG_S3,GE,GE_F4,ENG_F4,,NE_S4,NE_S4,GE,GE_F5,ENG_F5,MINE,MINE_S5,ENG_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,201201,,MINE,5,2012
3958,F,I,White,AAEC,AAEC_F1,ALS_F1,Fall 2002,AAEC,AAEC_S1,ALS_S1,AAEC,AAEC_F2,ALS_F2,AAEC,AAEC_S2,ALS_S2,AAEC,AAEC_F3,ALS_F3,AAEC,AAEC_S3,ALS_S3,AAEC,AAEC_F4,ALS_F4,AAEC,AAEC_S4,ALS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,AAEC,1,2007
3959,M,I,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,,NE_F2,NE_F2,US,US_S2,IC_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
3960,F,O,White,HNFE,HNFE_F1,ALS_F1,Fall 2002,HNFE,HNFE_S1,ALS_S1,HNFE,HNFE_F2,ALS_F2,,NE_S2,NE_S2,UST,UST_F3,IC_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
3961,F,I,White,HD,HD_F1,LAHS_F1,Fall 2002,HD,HD_S1,LAHS_S1,HD,HD_F2,LAHS_F2,HD,HD_S2,LAHS_S2,HD,HD_F3,LAHS_F3,HD,HD_S3,LAHS_S3,HD,HD_F4,LAHS_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200609,GRAD_S4,HD,7,2006
3962,F,I,Asian,BUS,BUS_F1,BIZ_F1,Fall 2002,BUS,BUS_S1,BIZ_S1,MKTG,MKTG_F2,BIZ_F2,MKTG,MKTG_S2,BIZ_S2,MKTG,MKTG_F3,BIZ_F3,MKTG,MKTG_S3,BIZ_S3,MKTG,MKTG_F4,BIZ_F4,MKTG,MKTG_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,MKTG,3,2007
3963,F,I,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,US,US_F3,IC_F3,SOC,SOC_S3,LAHS_S3,SOC,SOC_F4,LAHS_F4,SOC,SOC_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,SOC,7,2007
3964,F,I,White,AGRI,AGRI_F1,ALS_F1,Fall 2002,AGRI,AGRI_S1,ALS_S1,AGRI,AGRI_F2,ALS_F2,HD,HD_S2,LAHS_S2,HD,HD_F3,LAHS_F3,HD,HD_S3,LAHS_S3,HD,HD_F4,LAHS_F4,HD,HD_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,HD,7,2007
3965,M,O,Not Reported,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,ESM,ESM_F2,ENG_F2,ESM,ESM_S2,ENG_S2,ESM,ESM_F3,ENG_F3,ESM,ESM_S3,ENG_S3,ESM,ESM_F4,ENG_F4,ESM,ESM_S4,ENG_S4,ESM,ESM_F5,ENG_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200709,GRAD_S5,ESM,5,2007
3966,F,I,White,PSYC,PSYC_F1,SCI_F1,Fall 2002,PSYC,PSYC_S1,SCI_S1,PSYC,PSYC_F2,SCI_F2,PSYC,PSYC_S2,SCI_S2,PSYC,PSYC_F3,SCI_F3,PSYC,PSYC_S3,SCI_S3,PSYC,PSYC_F4,SCI_F4,PSYC,PSYC_S4,SCI_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,PSYC,8,2007
3967,M,I,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,US,US_F2,IC_F2,SOC,SOC_S2,LAHS_S2,SOC,SOC_F3,LAHS_F3,SOC,SOC_S3,LAHS_S3,SOC,SOC_F4,LAHS_F4,SOC,SOC_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,SOC,7,2007
3968,F,O,White,BIOL,BIOL_F1,SCI_F1,Fall 2002,,NE_S1,NE_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
3969,M,I,Hispanics of any race,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
3970,M,O,White,PSCI,PSCI_F1,LAHS_F1,Fall 2002,PSCI,PSCI_S1,LAHS_S1,PSCI,PSCI_F2,LAHS_F2,PSCI,PSCI_S2,LAHS_S2,PSCI,PSCI_F3,LAHS_F3,PSCI,PSCI_S3,LAHS_S3,PSCI,PSCI_F4,LAHS_F4,PSCI,PSCI_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200707,GRAD_F5,PSCI,7,2007
3971,F,O,White,ITDS,ITDS_F1,AUS_F1,Fall 2002,AHRM,AHRM_S1,LAHS_S1,AHRM,AHRM_F2,LAHS_F2,AHRM,AHRM_S2,LAHS_S2,AHRM,AHRM_F3,LAHS_F3,,NE_S3,NE_S3,AHRM,AHRM_F4,LAHS_F4,AHRM,AHRM_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200707,GRAD_F5,AHRM,7,2007
3972,F,O,White,CS,CS_F1,ENG_F1,Fall 2002,CS,CS_S1,ENG_S1,CS,CS_F2,ENG_F2,PSCI,PSCI_S2,LAHS_S2,PSCI,PSCI_F3,LAHS_F3,PSCI,PSCI_S3,LAHS_S3,PSCI,PSCI_F4,LAHS_F4,,NE_S4,NE_S4,PSCI,PSCI_F5,LAHS_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200709,GRAD_S5,PSCI,7,2007
3973,F,I,White,HD,HD_F1,LAHS_F1,Fall 2002,HD,HD_S1,LAHS_S1,HD,HD_F2,LAHS_F2,HD,HD_S2,LAHS_S2,HD,HD_F3,LAHS_F3,HD,HD_S3,LAHS_S3,HD,HD_F4,LAHS_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200609,GRAD_S4,HD,7,2006
3974,M,O,White,GEOL,GEOL_F1,SCI_F1,Fall 2002,GEOL,GEOL_S1,SCI_S1,GEOG,GEOG_F2,NRE_F2,GEOG,GEOG_S2,NRE_S2,GEOG,GEOG_F3,NRE_F3,GEOG,GEOG_S3,NRE_S3,GEOG,GEOG_F4,NRE_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200609,GRAD_S4,GEOG,10,2006
3975,F,I,White,APSC,APSC_F1,ALS_F1,Fall 2002,APSC,APSC_S1,ALS_S1,APSC,APSC_F2,ALS_F2,APSC,APSC_S2,ALS_S2,APSC,APSC_F3,ALS_F3,AGSC,AGSC_S3,ALS_S3,AGSC,AGSC_F4,ALS_F4,AGSC,AGSC_S4,ALS_S4,AGSC,AGSC_F5,ALS_F5,AGSC,AGSC_S5,ALS_S5,AGSC,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200806,GRAD_F6,AGSC,1,2008
3976,M,I,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
3977,M,O,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,US,US_F2,IC_F2,,NE_S2,NE_S2,ECON,ECON_F3,BIZ_F3,ECON,ECON_S3,BIZ_S3,ECON,ECON_F4,BIZ_F4,ECON,ECON_S4,BIZ_S4,ECON,ECON_F5,BIZ_F5,ECON,ECON_S5,BIZ_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200806,GRAD_F6,ECON,3,2008
3978,F,I,White,DASC,DASC_F1,ALS_F1,Fall 2002,DASC,DASC_S1,ALS_S1,DASC,DASC_F2,ALS_F2,DASC,DASC_S2,ALS_S2,DASC,DASC_F3,ALS_F3,DASC,DASC_S3,ALS_S3,DASC,DASC_F4,ALS_F4,DASC,DASC_S4,ALS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,DASC,1,2007
3979,M,I,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,ACIS,ACIS_F3,BIZ_F3,ACIS,ACIS_S3,BIZ_S3,ACIS,ACIS_F4,BIZ_F4,ACIS,ACIS_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200707,GRAD_F5,ACIS,3,2007
3980,F,O,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,MINE,MINE_F2,ENG_F2,MINE,MINE_S2,ENG_S2,MINE,MINE_F3,ENG_F3,MINE,MINE_S3,ENG_S3,MINE,MINE_F4,ENG_F4,MINE,MINE_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,MINE,5,2007
3981,F,O,White,SOC,SOC_F1,LAHS_F1,Fall 2002,SOC,SOC_S1,LAHS_S1,SOC,SOC_F2,LAHS_F2,SOC,SOC_S2,LAHS_S2,SOC,SOC_F3,LAHS_F3,SOC,SOC_S3,LAHS_S3,SOC,SOC_F4,LAHS_F4,SOC,SOC_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200707,GRAD_F5,SOC,7,2007
3982,M,O,Nonresident Alien,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,CHE,CHE_F2,ENG_F2,CHE,CHE_S2,ENG_S2,CHE,CHE_F3,ENG_F3,FIN,FIN_S3,BIZ_S3,BIT,BIT_F4,BIZ_F4,BIT,BIT_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,BIT,3,2007
3983,F,I,White,BIOL,BIOL_F1,SCI_F1,Fall 2002,BIOL,BIOL_S1,SCI_S1,BIOL,BIOL_F2,SCI_F2,BIOL,BIOL_S2,SCI_S2,BIOL,BIOL_F3,SCI_F3,BIOL,BIOL_S3,SCI_S3,BIOL,BIOL_F4,SCI_F4,BIOL,BIOL_S4,SCI_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,BIOL,8,2007
3984,F,I,White,APSC,APSC_F1,ALS_F1,Fall 2002,APSC,APSC_S1,ALS_S1,APSC,APSC_F2,ALS_F2,APSC,APSC_S2,ALS_S2,APSC,APSC_F3,ALS_F3,APSC,APSC_S3,ALS_S3,APSC,APSC_F4,ALS_F4,APSC,APSC_S4,ALS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,APSC,1,2007
3985,F,I,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,PSYC,PSYC_F2,SCI_F2,PSYC,PSYC_S2,SCI_S2,,GRAD_F3,GRAD_F3,,GRAD_S3,GRAD_S3,,GRAD_F4,GRAD_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200507,GRAD_F3,PSYC,8,2005
3986,M,I,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,HNFE,HNFE_F2,ALS_F2,HNFE,HNFE_S2,ALS_S2,,NE_F3,NE_F3,HNFE,HNFE_S3,ALS_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
3987,M,O,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,OE,OE_F2,ENG_F2,OE,OE_S2,ENG_S2,OE,OE_F3,ENG_F3,OE,OE_S3,ENG_S3,OE,OE_F4,ENG_F4,OE,OE_S4,ENG_S4,OE,OE_F5,ENG_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200709,GRAD_S5,OE,5,2007
3988,M,O,Hispanics of any race,BIOL,BIOL_F1,SCI_F1,Fall 2002,BIOL,BIOL_S1,SCI_S1,BIOL,BIOL_F2,SCI_F2,BIOL,BIOL_S2,SCI_S2,,NE_F3,NE_F3,BIOL,BIOL_S3,SCI_S3,BIOL,BIOL_F4,SCI_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
3989,F,I,White,PSCI,PSCI_F1,LAHS_F1,Fall 2002,PSCI,PSCI_S1,LAHS_S1,PSCI,PSCI_F2,LAHS_F2,PSCI,PSCI_S2,LAHS_S2,PSCI,PSCI_F3,LAHS_F3,PSCI,PSCI_S3,LAHS_S3,PSCI,PSCI_F4,LAHS_F4,HIST,HIST_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,HIST,7,2007
3990,F,I,White,HIST,HIST_F1,LAHS_F1,Fall 2002,HIST,HIST_S1,LAHS_S1,HIST,HIST_F2,LAHS_F2,HIST,HIST_S2,LAHS_S2,HIST,HIST_F3,LAHS_F3,HIST,HIST_S3,LAHS_S3,HIST,HIST_F4,LAHS_F4,HIST,HIST_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,HIST,7,2007
3991,F,O,Asian,HNFE,HNFE_F1,ALS_F1,Fall 2002,HNFE,HNFE_S1,ALS_S1,HNFE,HNFE_F2,ALS_F2,HNFE,HNFE_S2,ALS_S2,HNFE,HNFE_F3,ALS_F3,HNFE,HNFE_S3,ALS_S3,HNFE,HNFE_F4,ALS_F4,HNFE,HNFE_S4,ALS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,HNFE,1,2007
3992,M,O,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
3993,F,I,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
3994,F,I,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,US,US_F2,IC_F2,COMM,COMM_S2,LAHS_S2,COMM,COMM_F3,LAHS_F3,COMM,COMM_S3,LAHS_S3,COMM,COMM_F4,LAHS_F4,COMM,COMM_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,COMM,7,2007
3995,F,I,White,US,US_F1,IC_F1,Fall 2002,HNFE,HNFE_S1,ALS_S1,HNFE,HNFE_F2,ALS_F2,HNFE,HNFE_S2,ALS_S2,HNFE,HNFE_F3,ALS_F3,HNFE,HNFE_S3,ALS_S3,HNFE,HNFE_F4,ALS_F4,HNFE,HNFE_S4,ALS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,HNFE,1,2007
3996,M,O,Nonresident Alien,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,GE,GE_F2,ENG_F2,GE,GE_S2,ENG_S2,ME,ME_F3,ENG_F3,ME,ME_S3,ENG_S3,ME,ME_F4,ENG_F4,ME,ME_S4,ENG_S4,ME,ME_F5,ENG_F5,ME,ME_S5,ENG_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F6,ME,5,2008
3997,M,I,Asian,CS,CS_F1,ENG_F1,Fall 2002,CS,CS_S1,ENG_S1,CS,CS_F2,ENG_F2,CS,CS_S2,ENG_S2,CS,CS_F3,ENG_F3,CS,CS_S3,ENG_S3,CS,CS_F4,ENG_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200609,GRAD_S4,CS,5,2006
3998,F,I,White,LAHS,LAHS_F1,LAHS_F1,Fall 2002,CT,CT_S1,LAHS_S1,CT,CT_F2,LAHS_F2,AHRM,AHRM_S2,LAHS_S2,AHRM,AHRM_F3,LAHS_F3,AHRM,AHRM_S3,LAHS_S3,AHRM,AHRM_F4,LAHS_F4,AHRM,AHRM_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,AHRM,7,2007
3999,M,O,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,GE,GE_F2,ENG_F2,GE,GE_S2,ENG_S2,MINE,MINE_F3,ENG_F3,MINE,MINE_S3,ENG_S3,MINE,MINE_F4,ENG_F4,MINE,MINE_S4,ENG_S4,MINE,MINE_F5,ENG_F5,MINE,MINE_S5,ENG_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F6,MINE,5,2008
4000,F,O,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
4001,M,I,Not Reported,HIST,HIST_F1,LAHS_F1,Fall 2002,HIST,HIST_S1,LAHS_S1,HIST,HIST_F2,LAHS_F2,HIST,HIST_S2,LAHS_S2,HIST,HIST_F3,LAHS_F3,HIST,HIST_S3,LAHS_S3,HIST,HIST_F4,LAHS_F4,HIST,HIST_S4,LAHS_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
4002,F,I,White,HNFE,HNFE_F1,ALS_F1,Fall 2002,HNFE,HNFE_S1,ALS_S1,HNFE,HNFE_F2,ALS_F2,HNFE,HNFE_S2,ALS_S2,HNFE,HNFE_F3,ALS_F3,HNFE,HNFE_S3,ALS_S3,HNFE,HNFE_F4,ALS_F4,HNFE,HNFE_S4,ALS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,HNFE,1,2007
4003,F,O,White,BUS,BUS_F1,BIZ_F1,Fall 2002,BUS,BUS_S1,BIZ_S1,BUS,BUS_F2,BIZ_F2,BUS,BUS_S2,BIZ_S2,BUS,BUS_F3,BIZ_F3,BUS,BUS_S3,BIZ_S3,MKTG,MKTG_F4,BIZ_F4,MKTG,MKTG_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,MKTG,3,2007
4004,F,I,Not Reported,WSCI,WSCI_F1,NRE_F1,Fall 2002,ENGL,ENGL_S1,LAHS_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
4005,F,I,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,CE,CE_F2,ENG_F2,CE,CE_S2,ENG_S2,CE,CE_F3,ENG_F3,CE,CE_S3,ENG_S3,CE,CE_F4,ENG_F4,CE,CE_S4,ENG_S4,CE,CE_F5,ENG_F5,CE,CE_S5,ENG_S5,CE,CE_F6,ENG_F6,CE,CE_S6,ENG_S6,201001,,CE,5,2010
4006,F,O,Asian,BIOL,BIOL_F1,SCI_F1,Fall 2002,BIOL,BIOL_S1,SCI_S1,BIOL,BIOL_F2,SCI_F2,BIOL,BIOL_S2,SCI_S2,BIOL,BIOL_F3,SCI_F3,HNFE,HNFE_S3,ALS_S3,HNFE,HNFE_F4,ALS_F4,HNFE,HNFE_S4,ALS_S4,HNFE,HNFE_F5,ALS_F5,HNFE,HNFE_S5,ALS_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F6,HNFE,1,2008
